show_id,sale_date,tickets_sold,cumulative_tickets_sold,revenue,cumulative_revenue,sales_rate,days_until_show
real_metallica_20260404,2025-09-17,43,5273,8600,1054600,26.36,198
real_metallica_20260404,2025-09-16,84,5357,16800,1071400,26.78,199
real_metallica_20260404,2025-09-15,83,5440,16600,1088000,27.2,200
real_metallica_20260404,2025-09-14,119,5559,23800,1111800,27.79,201
real_metallica_20260404,2025-09-13,138,5697,27600,1139400,28.48,202
real_metallica_20260404,2025-09-12,140,5837,28000,1167400,29.18,203
real_metallica_20260404,2025-09-11,138,5975,27600,1195000,29.88,204
real_metallica_20260404,2025-09-10,76,6051,15200,1210200,30.25,205
real_metallica_20260404,2025-09-09,162,6213,32400,1242600,31.06,206
real_metallica_20260404,2025-09-08,111,6324,22200,1264800,31.62,207
real_metallica_20260404,2025-09-07,163,6487,32600,1297400,32.44,208
real_metallica_20260404,2025-09-06,88,6575,17600,1315000,32.88,209
real_metallica_20260404,2025-09-05,58,6633,11600,1326600,33.16,210
real_metallica_20260404,2025-09-04,113,6746,22600,1349200,33.73,211
real_metallica_20260404,2025-09-03,105,6851,21000,1370200,34.26,212
real_metallica_20260404,2025-09-02,77,6928,15400,1385600,34.64,213
real_metallica_20260404,2025-09-01,66,6994,13200,1398800,34.97,214
real_metallica_20260404,2025-08-31,217,7211,43400,1442200,36.05,215
real_metallica_20260404,2025-08-30,36,7247,7200,1449400,36.23,216
real_metallica_20260404,2025-08-29,2,7249,400,1449800,36.24,217
real_metallica_20260404,2025-08-28,125,7374,25000,1474800,36.87,218
real_metallica_20260404,2025-08-27,122,7496,24400,1499200,37.48,219
real_metallica_20260404,2025-08-26,110,7606,22000,1521200,38.03,220
real_metallica_20260404,2025-08-25,152,7758,30400,1551600,38.79,221
real_metallica_20260404,2025-08-23,48,7806,9600,1561200,39.03,223
real_metallica_20260404,2025-08-22,143,7949,28600,1589800,39.75,224
real_metallica_20260404,2025-08-21,63,8012,12600,1602400,40.06,225
real_metallica_20260404,2025-08-20,94,8106,18800,1621200,40.53,226
real_metallica_20260404,2025-08-19,96,8202,19200,1640400,41.01,227
real_metallica_20260404,2025-08-18,10,8212,2000,1642400,41.06,228
real_metallica_20260404,2025-08-17,61,8273,12200,1654600,41.37,229
real_metallica_20260404,2025-08-16,156,8429,31200,1685800,42.14,230
real_metallica_20260404,2025-08-15,175,8604,35000,1720800,43.02,231
real_metallica_20260404,2025-08-14,68,8672,13600,1734400,43.36,232
real_metallica_20260404,2025-08-13,17,8689,3400,1737800,43.45,233
real_metallica_20260404,2025-08-12,37,8726,7400,1745200,43.63,234
real_metallica_20260404,2025-08-11,58,8784,11600,1756800,43.92,235
real_metallica_20260404,2025-08-10,69,8853,13800,1770600,44.27,236
real_metallica_20260404,2025-08-09,125,8978,25000,1795600,44.89,237
real_metallica_20260404,2025-08-08,2,8980,400,1796000,44.9,238
real_metallica_20260404,2025-08-07,68,9048,13600,1809600,45.24,239
real_metallica_20260404,2025-08-06,13,9061,2600,1812200,45.3,240
real_metallica_20260404,2025-08-05,32,9093,6400,1818600,45.47,241
real_metallica_20260404,2025-08-04,186,9279,37200,1855800,46.39,242
real_metallica_20260404,2025-08-03,11,9290,2200,1858000,46.45,243
real_metallica_20260404,2025-08-02,63,9353,12600,1870600,46.77,244
real_metallica_20260404,2025-08-01,53,9406,10600,1881200,47.03,245
real_metallica_20260404,2025-07-31,127,9533,25400,1906600,47.66,246
real_metallica_20260404,2025-07-30,237,9770,47400,1954000,48.85,247
real_metallica_20260404,2025-07-29,8,9778,1600,1955600,48.89,248
real_metallica_20260404,2025-07-28,37,9815,7400,1963000,49.08,249
real_metallica_20260404,2025-07-27,50,9865,10000,1973000,49.33,250
real_metallica_20260404,2025-07-26,60,9925,12000,1985000,49.62,251
real_metallica_20260404,2025-07-25,114,10039,22800,2007800,50.2,252
real_metallica_20260404,2025-07-24,209,10248,41800,2049600,51.24,253
real_metallica_20260404,2025-07-23,3,10251,600,2050200,51.25,254
real_metallica_20260404,2025-07-22,98,10349,19600,2069800,51.74,255
real_metallica_20260404,2025-07-21,98,10447,19600,2089400,52.23,256
real_metallica_20260404,2025-07-20,113,10560,22600,2112000,52.8,257
real_metallica_20260404,2025-07-19,8,10568,1600,2113600,52.84,258
real_metallica_20260404,2025-07-18,94,10662,18800,2132400,53.31,259
real_metallica_20260404,2025-07-17,133,10795,26600,2159000,53.97,260
real_metallica_20260404,2025-07-16,53,10848,10600,2169600,54.24,261
real_metallica_20260404,2025-07-15,79,10927,15800,2185400,54.63,262
real_metallica_20260404,2025-07-14,40,10967,8000,2193400,54.84,263
real_metallica_20260404,2025-07-13,10,10977,2000,2195400,54.88,264
real_metallica_20260404,2025-07-12,140,11117,28000,2223400,55.58,265
real_metallica_20260404,2025-07-11,64,11181,12800,2236200,55.91,266
real_metallica_20260404,2025-07-10,76,11257,15200,2251400,56.28,267
real_metallica_20260404,2025-07-09,113,11370,22600,2274000,56.85,268
real_metallica_20260404,2025-07-08,85,11455,17000,2291000,57.27,269
real_metallica_20260404,2025-07-07,14,11469,2800,2293800,57.34,270
real_metallica_20260404,2025-07-06,111,11580,22200,2316000,57.9,271
real_metallica_20260404,2025-07-05,42,11622,8400,2324400,58.11,272
real_metallica_20260404,2025-07-04,149,11771,29800,2354200,58.86,273
real_metallica_20260404,2025-07-03,101,11872,20200,2374400,59.36,274
real_metallica_20260404,2025-07-02,10,11882,2000,2376400,59.41,275
real_metallica_20260404,2025-07-01,176,12058,35200,2411600,60.29,276
real_metallica_20260404,2025-06-30,152,12210,30400,2442000,61.05,277
real_metallica_20260404,2025-06-29,98,12308,19600,2461600,61.54,278
real_metallica_20260404,2025-06-28,20,12328,4000,2465600,61.64,279
real_metallica_20260404,2025-06-27,158,12486,31600,2497200,62.43,280
real_metallica_20260404,2025-06-26,15,12501,3000,2500200,62.51,281
real_metallica_20260404,2025-06-25,82,12583,16400,2516600,62.91,282
real_metallica_20260404,2025-06-24,68,12651,13600,2530200,63.25,283
real_metallica_20260404,2025-06-23,32,12683,6400,2536600,63.41,284
real_metallica_20260404,2025-06-22,81,12764,16200,2552800,63.82,285
real_metallica_20260404,2025-06-21,177,12941,35400,2588200,64.7,286
real_metallica_20260404,2025-06-20,112,13053,22400,2610600,65.27,287
real_metallica_20260404,2025-06-19,5,13058,1000,2611600,65.29,288
real_metallica_20260404,2025-06-18,91,13149,18200,2629800,65.75,289
real_metallica_20260404,2025-06-17,64,13213,12800,2642600,66.06,290
real_metallica_20260404,2025-06-16,124,13337,24800,2667400,66.69,291
real_metallica_20260404,2025-06-15,143,13480,28600,2696000,67.4,292
real_metallica_20260404,2025-06-14,125,13605,25000,2721000,68.03,293
real_metallica_20260404,2025-06-13,23,13628,4600,2725600,68.14,294
real_metallica_20260404,2025-06-12,82,13710,16400,2742000,68.55,295
real_metallica_20260404,2025-06-11,70,13780,14000,2756000,68.9,296
real_metallica_20260404,2025-06-10,153,13933,30600,2786600,69.66,297
real_metallica_20260404,2025-06-09,141,14074,28200,2814800,70.37,298
real_metallica_20260404,2025-06-08,67,14141,13400,2828200,70.7,299
real_metallica_20260404,2025-06-07,37,14178,7400,2835600,70.89,300
real_metallica_20260404,2025-06-06,138,14316,27600,2863200,71.58,301
real_metallica_20260404,2025-06-04,129,14445,25800,2889000,72.22,303
real_metallica_20260404,2025-06-03,47,14492,9400,2898400,72.46,304
real_metallica_20260404,2025-06-02,158,14650,31600,2930000,73.25,305
real_metallica_20260404,2025-06-01,198,14848,39600,2969600,74.24,306
real_metallica_20260404,2025-05-31,82,14930,16400,2986000,74.65,307
real_metallica_20260404,2025-05-30,168,15098,33600,3019600,75.49,308
real_metallica_20260404,2025-05-29,209,15307,41800,3061400,76.53,309
real_metallica_20260404,2025-05-28,134,15441,26800,3088200,77.2,310
real_metallica_20260404,2025-05-27,196,15637,39200,3127400,78.19,311
real_metallica_20260404,2025-05-26,156,15793,31200,3158600,78.97,312
real_metallica_20260404,2025-05-25,104,15897,20800,3179400,79.48,313
real_metallica_20260404,2025-05-24,28,15925,5600,3185000,79.62,314
real_metallica_20260404,2025-05-23,84,16009,16800,3201800,80.05,315
real_metallica_20260404,2025-05-22,16,16025,3200,3205000,80.12,316
real_metallica_20260404,2025-05-21,4,16029,800,3205800,80.14,317
real_metallica_20260404,2025-05-20,62,16091,12400,3218200,80.45,318
real_metallica_20260404,2025-05-19,4,16095,800,3219000,80.47,319
real_metallica_20260404,2025-05-18,99,16194,19800,3238800,80.97,320
real_metallica_20260404,2025-05-17,134,16328,26800,3265600,81.64,321
real_metallica_20260404,2025-05-16,151,16479,30200,3295800,82.39,322
real_metallica_20260405,2025-10-23,187,187,37400,37400,0.94,163
real_metallica_20260405,2025-10-22,183,370,36600,74000,1.85,164
real_metallica_20260405,2025-10-21,53,423,10600,84600,2.11,165
real_metallica_20260405,2025-10-20,40,463,8000,92600,2.31,166
real_metallica_20260405,2025-10-19,327,790,65400,158000,3.95,167
real_metallica_20260405,2025-10-18,142,932,28400,186400,4.66,168
real_metallica_20260405,2025-10-17,212,1144,42400,228800,5.72,169
real_metallica_20260405,2025-10-16,406,1550,81200,310000,7.75,170
real_metallica_20260405,2025-10-15,315,1865,63000,373000,9.32,171
real_metallica_20260405,2025-10-14,20,1885,4000,377000,9.43,172
real_metallica_20260405,2025-10-13,155,2040,31000,408000,10.2,173
real_metallica_20260405,2025-10-12,55,2095,11000,419000,10.47,174
real_metallica_20260405,2025-10-11,49,2144,9800,428800,10.72,175
real_metallica_20260405,2025-10-10,59,2203,11800,440600,11.02,176
real_metallica_20260405,2025-10-09,97,2300,19400,460000,11.5,177
real_metallica_20260405,2025-10-08,168,2468,33600,493600,12.34,178
real_metallica_20260405,2025-10-07,91,2559,18200,511800,12.8,179
real_metallica_20260405,2025-10-06,285,2844,57000,568800,14.22,180
real_metallica_20260405,2025-10-05,27,2871,5400,574200,14.36,181
real_metallica_20260405,2025-10-04,147,3018,29400,603600,15.09,182
real_metallica_20260405,2025-10-03,117,3135,23400,627000,15.68,183
real_metallica_20260405,2025-10-02,109,3244,21800,648800,16.22,184
real_metallica_20260405,2025-10-01,42,3286,8400,657200,16.43,185
real_metallica_20260405,2025-09-30,140,3426,28000,685200,17.13,186
real_metallica_20260405,2025-09-29,86,3512,17200,702400,17.56,187
real_metallica_20260405,2025-09-28,136,3648,27200,729600,18.24,188
real_metallica_20260405,2025-09-27,226,3874,45200,774800,19.37,189
real_metallica_20260405,2025-09-26,231,4105,46200,821000,20.52,190
real_metallica_20260405,2025-09-25,83,4188,16600,837600,20.94,191
real_metallica_20260405,2025-09-24,105,4293,21000,858600,21.46,192
real_metallica_20260405,2025-09-23,110,4403,22000,880600,22.02,193
real_metallica_20260405,2025-09-22,82,4485,16400,897000,22.43,194
real_metallica_20260405,2025-09-21,144,4629,28800,925800,23.14,195
real_metallica_20260405,2025-09-20,96,4725,19200,945000,23.62,196
real_metallica_20260405,2025-09-19,190,4915,38000,983000,24.57,197
real_metallica_20260405,2025-09-18,115,5030,23000,1006000,25.15,198
real_metallica_20260405,2025-09-17,101,5131,20200,1026200,25.66,199
real_metallica_20260405,2025-09-16,4,5135,800,1027000,25.67,200
real_metallica_20260405,2025-09-15,8,5143,1600,1028600,25.71,201
real_metallica_20260405,2025-09-14,77,5220,15400,1044000,26.1,202
real_metallica_20260405,2025-09-13,28,5248,5600,1049600,26.24,203
real_metallica_20260405,2025-09-12,40,5288,8000,1057600,26.44,204
real_metallica_20260405,2025-09-11,88,5376,17600,1075200,26.88,205
real_metallica_20260405,2025-09-10,141,5517,28200,1103400,27.58,206
real_metallica_20260405,2025-09-09,146,5663,29200,1132600,28.32,207
real_metallica_20260405,2025-09-08,39,5702,7800,1140400,28.51,208
real_metallica_20260405,2025-09-07,58,5760,11600,1152000,28.8,209
real_metallica_20260405,2025-09-06,35,5795,7000,1159000,28.98,210
real_metallica_20260405,2025-09-05,63,5858,12600,1171600,29.29,211
real_metallica_20260405,2025-09-04,103,5961,20600,1192200,29.8,212
real_metallica_20260405,2025-09-03,102,6063,20400,1212600,30.31,213
real_metallica_20260405,2025-09-02,55,6118,11000,1223600,30.59,214
real_metallica_20260405,2025-09-01,185,6303,37000,1260600,31.51,215
real_metallica_20260405,2025-08-31,123,6426,24600,1285200,32.13,216
real_metallica_20260405,2025-08-30,105,6531,21000,1306200,32.66,217
real_metallica_20260405,2025-08-29,179,6710,35800,1342000,33.55,218
real_metallica_20260405,2025-08-28,24,6734,4800,1346800,33.67,219
real_metallica_20260405,2025-08-27,76,6810,15200,1362000,34.05,220
real_metallica_20260405,2025-08-26,73,6883,14600,1376600,34.41,221
real_metallica_20260405,2025-08-25,14,6897,2800,1379400,34.48,222
real_metallica_20260405,2025-08-24,85,6982,17000,1396400,34.91,223
real_metallica_20260405,2025-08-23,111,7093,22200,1418600,35.47,224
real_metallica_20260405,2025-08-22,30,7123,6000,1424600,35.62,225
real_metallica_20260405,2025-08-21,58,7181,11600,1436200,35.91,226
real_metallica_20260405,2025-08-20,154,7335,30800,1467000,36.68,227
real_metallica_20260405,2025-08-19,162,7497,32400,1499400,37.48,228
real_metallica_20260405,2025-08-18,97,7594,19400,1518800,37.97,229
real_metallica_20260405,2025-08-17,67,7661,13400,1532200,38.3,230
real_metallica_20260405,2025-08-16,69,7730,13800,1546000,38.65,231
real_metallica_20260405,2025-08-15,83,7813,16600,1562600,39.06,232
real_metallica_20260405,2025-08-14,56,7869,11200,1573800,39.34,233
real_metallica_20260405,2025-08-13,86,7955,17200,1591000,39.77,234
real_metallica_20260405,2025-08-12,100,8055,20000,1611000,40.27,235
real_metallica_20260405,2025-08-11,192,8247,38400,1649400,41.23,236
real_metallica_20260405,2025-08-10,129,8376,25800,1675200,41.88,237
real_metallica_20260405,2025-08-09,55,8431,11000,1686200,42.16,238
real_metallica_20260405,2025-08-08,100,8531,20000,1706200,42.66,239
real_metallica_20260405,2025-08-07,43,8574,8600,1714800,42.87,240
real_metallica_20260405,2025-08-06,73,8647,14600,1729400,43.23,241
real_metallica_20260405,2025-08-05,140,8787,28000,1757400,43.94,242
real_metallica_20260405,2025-08-04,21,8808,4200,1761600,44.04,243
real_metallica_20260405,2025-08-03,111,8919,22200,1783800,44.59,244
real_metallica_20260405,2025-08-02,33,8952,6600,1790400,44.76,245
real_metallica_20260405,2025-08-01,123,9075,24600,1815000,45.38,246
real_metallica_20260405,2025-07-31,124,9199,24800,1839800,46.0,247
real_metallica_20260405,2025-07-30,146,9345,29200,1869000,46.73,248
real_metallica_20260405,2025-07-29,78,9423,15600,1884600,47.12,249
real_metallica_20260405,2025-07-28,126,9549,25200,1909800,47.74,250
real_metallica_20260405,2025-07-27,68,9617,13600,1923400,48.09,251
real_metallica_20260405,2025-07-26,82,9699,16400,1939800,48.49,252
real_metallica_20260405,2025-07-25,147,9846,29400,1969200,49.23,253
real_metallica_20260405,2025-07-24,85,9931,17000,1986200,49.66,254
real_metallica_20260405,2025-07-23,93,10024,18600,2004800,50.12,255
real_metallica_20260405,2025-07-22,82,10106,16400,2021200,50.53,256
real_metallica_20260405,2025-07-21,6,10112,1200,2022400,50.56,257
real_metallica_20260405,2025-07-20,43,10155,8600,2031000,50.78,258
real_metallica_20260405,2025-07-19,226,10381,45200,2076200,51.91,259
real_metallica_20260405,2025-07-18,112,10493,22400,2098600,52.46,260
real_metallica_20260405,2025-07-17,29,10522,5800,2104400,52.61,261
real_metallica_20260405,2025-07-16,47,10569,9400,2113800,52.84,262
real_metallica_20260405,2025-07-15,93,10662,18600,2132400,53.31,263
real_metallica_20260405,2025-07-14,28,10690,5600,2138000,53.45,264
real_metallica_20260405,2025-07-13,62,10752,12400,2150400,53.76,265
real_metallica_20260405,2025-07-12,237,10989,47400,2197800,54.95,266
real_metallica_20260405,2025-07-11,106,11095,21200,2219000,55.47,267
real_metallica_20260405,2025-07-10,3,11098,600,2219600,55.49,268
real_metallica_20260405,2025-07-09,28,11126,5600,2225200,55.63,269
real_metallica_20260405,2025-07-08,120,11246,24000,2249200,56.23,270
real_metallica_20260405,2025-07-07,26,11272,5200,2254400,56.36,271
real_metallica_20260405,2025-07-06,54,11326,10800,2265200,56.63,272
real_metallica_20260405,2025-07-05,66,11392,13200,2278400,56.96,273
real_metallica_20260405,2025-07-04,140,11532,28000,2306400,57.66,274
real_metallica_20260405,2025-07-03,36,11568,7200,2313600,57.84,275
real_metallica_20260405,2025-07-02,171,11739,34200,2347800,58.7,276
real_metallica_20260405,2025-07-01,74,11813,14800,2362600,59.06,277
real_metallica_20260405,2025-06-30,134,11947,26800,2389400,59.74,278
real_metallica_20260405,2025-06-29,21,11968,4200,2393600,59.84,279
real_metallica_20260405,2025-06-28,25,11993,5000,2398600,59.97,280
real_metallica_20260405,2025-06-27,158,12151,31600,2430200,60.76,281
real_metallica_20260405,2025-06-26,119,12270,23800,2454000,61.35,282
real_metallica_20260405,2025-06-25,2,12272,400,2454400,61.36,283
real_metallica_20260405,2025-06-24,84,12356,16800,2471200,61.78,284
real_metallica_20260405,2025-06-23,92,12448,18400,2489600,62.24,285
real_metallica_20260405,2025-06-22,4,12452,800,2490400,62.26,286
real_metallica_20260405,2025-06-21,98,12550,19600,2510000,62.75,287
real_metallica_20260405,2025-06-20,48,12598,9600,2519600,62.99,288
real_metallica_20260405,2025-06-19,25,12623,5000,2524600,63.12,289
real_metallica_20260405,2025-06-18,124,12747,24800,2549400,63.73,290
real_metallica_20260405,2025-06-17,136,12883,27200,2576600,64.42,291
real_metallica_20260405,2025-06-16,25,12908,5000,2581600,64.54,292
real_metallica_20260405,2025-06-15,117,13025,23400,2605000,65.12,293
real_metallica_20260405,2025-06-14,182,13207,36400,2641400,66.03,294
real_metallica_20260405,2025-06-13,31,13238,6200,2647600,66.19,295
real_metallica_20260405,2025-06-12,78,13316,15600,2663200,66.58,296
real_metallica_20260405,2025-06-11,100,13416,20000,2683200,67.08,297
real_metallica_20260405,2025-06-10,4,13420,800,2684000,67.1,298
real_metallica_20260405,2025-06-09,90,13510,18000,2702000,67.55,299
real_metallica_20260405,2025-06-08,77,13587,15400,2717400,67.94,300
real_metallica_20260405,2025-06-07,70,13657,14000,2731400,68.28,301
real_metallica_20260405,2025-06-06,160,13817,32000,2763400,69.08,302
real_metallica_20260405,2025-06-05,99,13916,19800,2783200,69.58,303
real_metallica_20260405,2025-06-04,208,14124,41600,2824800,70.62,304
real_metallica_20260405,2025-06-03,143,14267,28600,2853400,71.34,305
real_metallica_20260405,2025-06-02,43,14310,8600,2862000,71.55,306
real_metallica_20260405,2025-06-01,168,14478,33600,2895600,72.39,307
real_metallica_20260405,2025-05-31,93,14571,18600,2914200,72.86,308
real_metallica_20260405,2025-05-30,58,14629,11600,2925800,73.15,309
real_metallica_20260405,2025-05-29,146,14775,29200,2955000,73.88,310
real_metallica_20260405,2025-05-28,39,14814,7800,2962800,74.07,311
real_metallica_20260405,2025-05-27,84,14898,16800,2979600,74.49,312
real_metallica_20260405,2025-05-26,33,14931,6600,2986200,74.66,313
real_metallica_20260405,2025-05-25,17,14948,3400,2989600,74.74,314
real_metallica_20260405,2025-05-24,175,15123,35000,3024600,75.61,315
real_metallica_20260405,2025-05-23,220,15343,44000,3068600,76.72,316
real_metallica_20260405,2025-05-22,88,15431,17600,3086200,77.16,317
real_metallica_20260405,2025-05-21,134,15565,26800,3113000,77.83,318
real_metallica_20260405,2025-05-20,110,15675,22000,3135000,78.38,319
real_metallica_20260405,2025-05-19,74,15749,14800,3149800,78.75,320
real_metallica_20260405,2025-05-18,144,15893,28800,3178600,79.47,321
real_metallica_20260405,2025-05-17,81,15974,16200,3194800,79.87,322
real_metallica_20260405,2025-05-16,68,16042,13600,3208400,80.21,323
real_metallica_20260405,2025-05-15,30,16072,6000,3214400,80.36,324
future_coldplay_20260405,2025-10-23,214,214,42800,42800,1.07,163
future_coldplay_20260405,2025-10-22,372,586,74400,117200,2.93,164
future_coldplay_20260405,2025-10-21,81,667,16200,133400,3.33,165
future_coldplay_20260405,2025-10-20,211,878,42200,175600,4.39,166
future_coldplay_20260405,2025-10-19,155,1033,31000,206600,5.17,167
future_coldplay_20260405,2025-10-18,140,1173,28000,234600,5.87,168
future_coldplay_20260405,2025-10-17,48,1221,9600,244200,6.11,169
future_coldplay_20260405,2025-10-16,47,1268,9400,253600,6.34,170
future_coldplay_20260405,2025-10-15,156,1424,31200,284800,7.12,171
future_coldplay_20260405,2025-10-14,310,1734,62000,346800,8.67,172
future_coldplay_20260405,2025-10-13,118,1852,23600,370400,9.26,173
future_coldplay_20260405,2025-10-12,118,1970,23600,394000,9.85,174
future_coldplay_20260405,2025-10-11,183,2153,36600,430600,10.76,175
future_coldplay_20260405,2025-10-10,199,2352,39800,470400,11.76,176
future_coldplay_20260405,2025-10-09,257,2609,51400,521800,13.05,177
future_coldplay_20260405,2025-10-08,240,2849,48000,569800,14.24,178
future_coldplay_20260405,2025-10-07,191,3040,38200,608000,15.2,179
future_coldplay_20260405,2025-10-06,99,3139,19800,627800,15.7,180
future_coldplay_20260405,2025-10-05,35,3174,7000,634800,15.87,181
future_coldplay_20260405,2025-10-04,28,3202,5600,640400,16.01,182
future_coldplay_20260405,2025-10-03,1,3203,200,640600,16.01,183
future_coldplay_20260405,2025-10-02,243,3446,48600,689200,17.23,184
future_coldplay_20260405,2025-10-01,51,3497,10200,699400,17.48,185
future_coldplay_20260405,2025-09-30,16,3513,3200,702600,17.57,186
future_coldplay_20260405,2025-09-29,56,3569,11200,713800,17.84,187
future_coldplay_20260405,2025-09-28,125,3694,25000,738800,18.47,188
future_coldplay_20260405,2025-09-27,117,3811,23400,762200,19.05,189
future_coldplay_20260405,2025-09-26,109,3920,21800,784000,19.6,190
future_coldplay_20260405,2025-09-25,10,3930,2000,786000,19.65,191
future_coldplay_20260405,2025-09-24,97,4027,19400,805400,20.14,192
future_coldplay_20260405,2025-09-23,100,4127,20000,825400,20.64,193
future_coldplay_20260405,2025-09-22,190,4317,38000,863400,21.58,194
future_coldplay_20260405,2025-09-21,137,4454,27400,890800,22.27,195
future_coldplay_20260405,2025-09-20,9,4463,1800,892600,22.31,196
future_coldplay_20260405,2025-09-19,115,4578,23000,915600,22.89,197
future_coldplay_20260405,2025-09-18,10,4588,2000,917600,22.94,198
future_coldplay_20260405,2025-09-17,62,4650,12400,930000,23.25,199
future_coldplay_20260405,2025-09-16,101,4751,20200,950200,23.76,200
future_coldplay_20260405,2025-09-15,20,4771,4000,954200,23.86,201
future_coldplay_20260405,2025-09-14,132,4903,26400,980600,24.52,202
future_coldplay_20260405,2025-09-13,12,4915,2400,983000,24.57,203
future_coldplay_20260405,2025-09-12,56,4971,11200,994200,24.86,204
future_coldplay_20260405,2025-09-11,77,5048,15400,1009600,25.24,205
future_coldplay_20260405,2025-09-10,73,5121,14600,1024200,25.61,206
future_coldplay_20260405,2025-09-09,108,5229,21600,1045800,26.15,207
future_coldplay_20260405,2025-09-08,13,5242,2600,1048400,26.21,208
future_coldplay_20260405,2025-09-07,36,5278,7200,1055600,26.39,209
future_coldplay_20260405,2025-09-06,165,5443,33000,1088600,27.21,210
future_coldplay_20260405,2025-09-05,128,5571,25600,1114200,27.86,211
future_coldplay_20260405,2025-09-04,99,5670,19800,1134000,28.35,212
future_coldplay_20260405,2025-09-03,178,5848,35600,1169600,29.24,213
future_coldplay_20260405,2025-09-02,100,5948,20000,1189600,29.74,214
future_coldplay_20260405,2025-09-01,115,6063,23000,1212600,30.31,215
future_coldplay_20260405,2025-08-31,58,6121,11600,1224200,30.61,216
future_coldplay_20260405,2025-08-30,182,6303,36400,1260600,31.51,217
future_coldplay_20260405,2025-08-29,225,6528,45000,1305600,32.64,218
future_coldplay_20260405,2025-08-28,64,6592,12800,1318400,32.96,219
future_coldplay_20260405,2025-08-27,41,6633,8200,1326600,33.16,220
future_coldplay_20260405,2025-08-26,31,6664,6200,1332800,33.32,221
future_coldplay_20260405,2025-08-25,90,6754,18000,1350800,33.77,222
future_coldplay_20260405,2025-08-24,92,6846,18400,1369200,34.23,223
future_coldplay_20260405,2025-08-23,90,6936,18000,1387200,34.68,224
future_coldplay_20260405,2025-08-22,130,7066,26000,1413200,35.33,225
future_coldplay_20260405,2025-08-21,40,7106,8000,1421200,35.53,226
future_coldplay_20260405,2025-08-20,97,7203,19400,1440600,36.02,227
future_coldplay_20260405,2025-08-19,21,7224,4200,1444800,36.12,228
future_coldplay_20260405,2025-08-18,144,7368,28800,1473600,36.84,229
future_coldplay_20260405,2025-08-17,220,7588,44000,1517600,37.94,230
future_coldplay_20260405,2025-08-16,111,7699,22200,1539800,38.5,231
future_coldplay_20260405,2025-08-15,98,7797,19600,1559400,38.98,232
future_coldplay_20260405,2025-08-14,107,7904,21400,1580800,39.52,233
future_coldplay_20260405,2025-08-13,114,8018,22800,1603600,40.09,234
future_coldplay_20260405,2025-08-12,46,8064,9200,1612800,40.32,235
future_coldplay_20260405,2025-08-11,16,8080,3200,1616000,40.4,236
future_coldplay_20260405,2025-08-09,64,8144,12800,1628800,40.72,238
future_coldplay_20260405,2025-08-08,63,8207,12600,1641400,41.03,239
future_coldplay_20260405,2025-08-07,139,8346,27800,1669200,41.73,240
future_coldplay_20260405,2025-08-06,155,8501,31000,1700200,42.5,241
future_coldplay_20260405,2025-08-05,60,8561,12000,1712200,42.8,242
future_coldplay_20260405,2025-08-04,84,8645,16800,1729000,43.23,243
future_coldplay_20260405,2025-08-03,104,8749,20800,1749800,43.74,244
future_coldplay_20260405,2025-08-02,153,8902,30600,1780400,44.51,245
future_coldplay_20260405,2025-08-01,62,8964,12400,1792800,44.82,246
future_coldplay_20260405,2025-07-31,71,9035,14200,1807000,45.17,247
future_coldplay_20260405,2025-07-30,142,9177,28400,1835400,45.88,248
future_coldplay_20260405,2025-07-29,53,9230,10600,1846000,46.15,249
future_coldplay_20260405,2025-07-28,18,9248,3600,1849600,46.24,250
future_coldplay_20260405,2025-07-27,44,9292,8800,1858400,46.46,251
future_coldplay_20260405,2025-07-26,4,9296,800,1859200,46.48,252
future_coldplay_20260405,2025-07-25,154,9450,30800,1890000,47.25,253
future_coldplay_20260405,2025-07-24,22,9472,4400,1894400,47.36,254
future_coldplay_20260405,2025-07-23,53,9525,10600,1905000,47.62,255
future_coldplay_20260405,2025-07-22,82,9607,16400,1921400,48.03,256
future_coldplay_20260405,2025-07-21,156,9763,31200,1952600,48.81,257
future_coldplay_20260405,2025-07-20,179,9942,35800,1988400,49.71,258
future_coldplay_20260405,2025-07-19,143,10085,28600,2017000,50.42,259
future_coldplay_20260405,2025-07-18,58,10143,11600,2028600,50.71,260
future_coldplay_20260405,2025-07-17,92,10235,18400,2047000,51.18,261
future_coldplay_20260405,2025-07-16,23,10258,4600,2051600,51.29,262
future_coldplay_20260405,2025-07-15,82,10340,16400,2068000,51.7,263
future_coldplay_20260405,2025-07-14,97,10437,19400,2087400,52.19,264
future_coldplay_20260405,2025-07-13,194,10631,38800,2126200,53.15,265
future_coldplay_20260405,2025-07-12,140,10771,28000,2154200,53.85,266
future_coldplay_20260405,2025-07-11,60,10831,12000,2166200,54.16,267
future_coldplay_20260405,2025-07-10,88,10919,17600,2183800,54.6,268
future_coldplay_20260405,2025-07-09,84,11003,16800,2200600,55.02,269
future_coldplay_20260405,2025-07-08,134,11137,26800,2227400,55.68,270
future_coldplay_20260405,2025-07-07,26,11163,5200,2232600,55.82,271
future_coldplay_20260405,2025-07-06,27,11190,5400,2238000,55.95,272
future_coldplay_20260405,2025-07-05,161,11351,32200,2270200,56.76,273
future_coldplay_20260405,2025-07-04,22,11373,4400,2274600,56.87,274
future_coldplay_20260405,2025-07-03,154,11527,30800,2305400,57.64,275
future_coldplay_20260405,2025-07-02,180,11707,36000,2341400,58.54,276
